2,11,0,-0.27,-0.56,-1.42,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62,0,1
2,12,0,-2.65,-2.64,-2.67,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63,1,1
2,13,0,-2.65,-2.64,-2.67,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91,1,-1
2,14,0,1.54,1.88,0.63,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07,-1,0
2,15,0,0.03,0.05,0,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25,0,0
2,16,0,-1.6,-2.03,-2.51,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48,0,-1
2,17,0,1.55,2.02,1.44,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98,-1,0
2,18,0,0.01,0.02,0.03,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21,0,0
2,19,0,0.01,0.02,0.03,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11,0,0
2,20,0,-1.63,-1.99,-2.51,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1,0,1
2,21,0,0.02,0.14,-2.51,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35,1,1
2,22,0,-0.79,-0.58,-2.51,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64,1,1
2,23,0,-2.15,-2.23,-2.8,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11,1,1
2,24,0,-2.15,-2.23,-2.8,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2,1,1
2,25,0,-2.15,-2.23,-2.8,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28,1,-1
2,26,0,-0.03,1.21,-1.39,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88,-1,-1
2,27,0,-1.44,-1.29,-1.39,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84,-1,1
2,28,0,-1.44,-1.63,-1.39,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21,1,0
2,29,0,0.05,0.04,0.01,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25,0,0
2,30,0,1.17,1.32,1.35,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94,0,-1
2,31,0,-1.88,-2.25,-2.42,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38,-1,0
2,32,0,1.09,1.36,1.86,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33,0,0
2,33,0,1.59,1.58,1.86,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17,0,1
2,34,0,1.59,1.58,1.86,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2,1,1
2,35,0,1.59,1.58,1.86,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81,1,-1
2,36,0,-1.8,-1.45,-1.66,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68,-1,-1
2,37,0,1.39,1.5,2.08,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98,-1,1
2,38,0,1.39,1.5,2.08,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16,1,1
2,39,0,1.39,1.5,2.08,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83,1,0
2,40,0,0.03,0.06,0.04,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3,0,0
3,1,0,-0.97,1.09,-1.4,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38,0,0
3,2,0,0.52,0.03,0.07,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12,0,0
3,3,0,2.08,-1.29,1.99,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3,0,-1
3,4,0,0.08,1.17,0.39,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31,-1,-1
3,5,0,1.59,-1.75,1.83,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98,-1,0
3,6,0,1.38,-1.75,1.83,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33,0,0
3,7,0,2.43,-1.75,1.14,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16,0,-1
3,8,0,0.29,-0.52,0.46,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35,-1,-1
3,9,0,2.06,-1.88,1.8,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07,-1,-1
3,10,0,-3,2.72,-2.11,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68,-1,-1
3,11,0,2.52,-2.59,2.75,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07,-1,-1
3,12,0,-1.36,1.63,-0.41,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62,-1,-1
3,13,0,2.74,-2.14,2.33,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88,-1,1
3,14,0,2.27,-2.14,1.01,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83,1,-1
3,15,0,0.54,0.44,-0.43,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36,-1,0
3,16,0,-0.04,-0.01,0.01,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21,0,0
3,17,0,1.84,-1.13,0.7,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98,0,-1
3,18,0,0.11,0.1,0.61,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91,-1,1
3,19,0,-2.84,1.98,-1.96,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21,1,-1
3,20,0,2.43,-1.82,2.21,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94,-1,0
3,21,0,0.16,0.09,0.23,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3,0,0
3,22,0,-2.08,2.54,-2.75,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1,0,0
3,23,0,0.83,-0.25,0.58,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36,0,0
3,24,0,1.83,-2.42,1.89,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25,0,0
3,25,0,-2.81,1.68,-1.24,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48,0,-1
3,26,0,1.4,-0.31,2.52,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2,-1,1
3,27,0,1.99,-2.55,0.85,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81,1,-1
3,28,0,1.99,-2.55,0.85,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28,-1,0
3,29,0,-0.08,0.02,0.01,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25,0,0
3,30,0,1.17,-0.47,0.57,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17,0,-1
3,31,0,-2.68,2.62,-2.4,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84,-1,-1
3,32,0,2.37,-2.32,2.15,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36,-1,1
3,33,0,3,-2.32,2.68,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31,1,-1
3,34,0,-2.03,2.6,-2.23,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11,-1,-1
3,35,0,2.32,-2.06,2.44,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01,-1,-1
3,36,0,-0.73,1.21,0.62,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2,-1,-1
3,37,0,2.29,-2.21,2.86,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17,-1,-1
3,38,0,-2.58,2.15,-1.44,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64,-1,0
3,39,0,1.11,-1,0.03,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11,0,0
3,40,0,-2.89,2.29,-2.52,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63,0,-1
4,1,0,1.44,0.59,1.35,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07,-1,-1
4,2,0,2.05,0.97,1.35,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28,-1,1
4,3,0,-1.27,-1.13,-1.22,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48,1,0
4,4,0,-0.03,0.06,0.05,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21,0,0
4,5,0,1.14,0.72,1.32,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33,0,0
4,6,0,1.67,1.75,1.93,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2,0,1
4,7,0,1.01,1.25,1.93,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98,1,0
4,8,0,-0.04,-0.03,-0.01,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25,0,0
4,9,0,0.57,0.31,-0.01,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12,0,0
4,10,0,2.02,2.11,2.1,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01,0,1
4,11,0,2.02,2.11,2.1,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17,1,0
4,12,0,0.34,0.28,0.22,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3,0,0
4,13,0,2.36,2.22,0.22,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98,0,-1
4,14,0,-1.02,-1.25,-0.9,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64,-1,-1
4,15,0,2.57,1.9,1.36,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88,-1,-1
4,16,0,-0.9,-1.26,-0.6,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11,-1,1
4,17,0,-0.9,-1.26,-0.6,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36,1,1
4,18,0,1.22,0.38,-0.6,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35,1,-1
4,19,0,1.22,2.72,-0.6,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3,-1,1
4,20,0,1.22,2.72,-0.6,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16,1,-1
4,21,0,-1.19,-1.17,-0.6,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38,-1,-1
4,22,0,0.46,0.84,-0.6,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31,-1,-1
4,23,0,0.46,0.84,-0.6,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91,-1,1
4,24,0,-1.59,-2,-0.6,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1,1,0
4,25,0,0.01,-0.03,0,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25,0,0
4,26,0,-2.04,-1.97,-1.55,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21,0,-1
4,27,0,1.61,0.41,1.1,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17,-1,-1
4,28,0,-1,-1.6,-1.24,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62,-1,-1
4,29,0,1.55,1.27,1.09,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07,-1,-1
4,30,0,-1.56,-1.92,-0.93,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68,-1,0
4,31,0,0.02,-0.02,0,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36,0,0
4,32,0,-1.03,-1.48,0,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31,0,-1
4,33,0,1.74,2.22,0,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36,-1,-1
4,34,0,-1.34,-1.11,0,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84,-1,-1
4,35,0,1.8,2.26,0,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94,-1,1
4,36,0,1.8,2.26,1.03,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81,1,0
4,37,0,0,-0.03,-0.01,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11,0,0
4,38,0,2.25,2.59,-0.01,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83,0,-1
4,39,0,-2.24,-2.8,-0.68,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2,-1,1
4,40,0,-2.24,-2.8,-0.68,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63,1,0
5,1,0,1,0,0.51,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25,0,0
5,2,0,1,0,0.31,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3,0,0
5,3,0,-3,-2.15,-2.21,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63,0,1
5,4,0,-3,-2.98,-2.21,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1,1,1
5,5,0,-3,-2.98,-3,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36,1,0
5,6,0,-3,-2.98,-3,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33,0,0
5,7,0,-3,-2.98,-3,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21,0,1
5,8,0,-3,-2.98,-3,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91,1,-1
5,9,0,-3,-2.98,-3,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81,-1,1
5,10,0,-2.43,-2.43,-2.38,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2,1,-1
5,11,0,-3,-2.43,-2.94,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38,-1,1
5,12,0,-3,-2.97,-2.94,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2,1,1
5,13,0,-3,-2.97,-2.94,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28,1,0
5,14,0,-3,-2.97,-2.94,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11,0,0
5,15,0,-3,-2.6,-2.94,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83,0,1
5,16,0,-2.67,-2.6,-2.94,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36,1,1
5,17,0,-2.18,-2.45,-2.94,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94,1,0
5,18,0,-2.18,-2.45,-2.94,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36,0,0
5,19,0,-1.78,-2.45,-2.2,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88,0,0
5,20,0,-1.78,-2.45,-2.2,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25,0,0
5,21,0,-1.37,-2.45,-1.62,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98,0,1
5,22,0,-1.08,-2.04,-1.45,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31,1,-1
5,23,0,-1.51,-2.04,-1.63,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62,-1,-1
5,24,0,-1.51,-2.04,-1.63,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3,-1,1
5,25,0,-1.17,-1.5,-1.63,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07,1,1
5,26,0,-0.82,-1.26,-1.05,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07,1,1
5,27,0,-0.82,-1.14,-0.74,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17,1,-1
5,28,0,-0.82,-1.14,-0.74,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35,-1,0
5,29,0,-0.82,-1.14,-0.74,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12,0,0
5,30,0,-0.82,-0.86,-0.74,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98,0,-1
5,31,0,-1.45,-0.86,-1.81,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11,-1,1
5,32,0,-2.26,-2.77,-1.81,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84,1,-1
5,33,0,-1.73,-2.45,-1.81,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01,-1,0
5,34,0,-1.73,-2.45,-1.81,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21,0,0
5,35,0,-1.73,-2.45,-2.18,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64,0,-1
5,36,0,-1.36,-1.6,-2.18,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16,-1,1
5,37,0,-1.36,-1.6,-1.16,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17,1,-1
5,38,0,-1.83,-1.6,-2.21,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48,-1,1
5,39,0,-2.7,-2.85,-2.21,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68,1,1
5,40,0,-2.9,-3,-2.21,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31,1,-1
6,1,0,3,2,1.5,1,4,1,-1,1,-1,0,1,0,0,0,4,5.78,5.81,-1,-1
6,2,0,1,2,0,-1,7,6,-1,-1,0,0,0,1,1,0,3,2.56,2.38,-1,1
6,3,0,0,1,0,-1,2,5,-1,-1,0,0,0,-1,0,1,2,2.48,2.35,1,-1
6,4,0,0,1,0,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2,-1,1
6,5,0,1,2,0.5,1,3,1,-1,1,-1,0,1,0,0,0,3,5.71,5.83,1,1
6,6,0,1.5,2.3,1,1,13,4,-1,1,-1,0,-1,0,0,0,1,5.9,5.94,1,1
6,7,0,2,2.3,2,1,6,2,-1,1,1,1,0,0,0,0,2,6.1,6.17,1,-1
6,8,0,-1,1,-2,-1,10,7,-1,-1,0,0,0,1,-1,0,2,2.36,2.21,-1,1
6,9,0,-1.5,0,-2,-1,6,6,-1,-1,0,0,0,1,1,0,2,2.82,2.64,1,0
6,10,0,-1.5,0,-2,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3,0,0
6,11,0,-2,-1,-2.5,-1,8,6,-1,-1,0,0,0,1,1,0,4,2.67,2.48,0,1
6,12,0,-3,-3,-3,-1,11,7,-1,-1,0,0,0,1,-1,0,3,1.9,1.68,1,-1
6,13,0,-1,0,0,1,10,3,-1,1,1,-1,0,0,0,0,2,6.24,6.31,-1,0
6,14,0,-1,0,0,0,5,9,8,0,0,0,0,0,0,0,5,4.3,4.25,0,0
6,15,0,0.5,0,0,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17,0,0
6,16,0,0.5,0,0,0,7,9,8,0,0,0,0,0,0,0,7,4.16,4.12,0,0
6,17,0,-1,-1,-1,-1,15,8,-1,-1,0,0,0,-1,0,-1,3,2.49,2.31,0,0
6,18,0,-2,-1,-2,0,1,9,8,0,0,0,0,0,0,0,1,4.34,4.25,0,0
6,19,0,0,1,0,1,8,2,-1,1,1,1,0,0,0,0,4,5.89,5.98,0,-1
6,20,0,-1,0,-1,-1,3,5,-1,-1,0,0,0,-1,0,1,3,2.12,1.91,-1,-1
6,21,0,1,1.5,1,1,16,4,-1,1,-1,0,-1,0,0,0,4,5.97,6.07,-1,-1
6,22,0,-1,0,-2,-1,1,5,-1,-1,0,0,0,-1,0,1,1,1.86,1.63,-1,-1
6,23,0,1,2,0,1,14,4,-1,1,-1,0,-1,0,0,0,2,6.05,6.16,-1,-1
6,24,0,-1,0,-2.01,-1,9,7,-1,-1,0,0,0,1,-1,0,1,2.3,2.11,-1,1
6,25,0,-2,-1,-2.01,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84,1,-1
6,26,0,0,0,0,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36,-1,-1
6,27,0,-1,-1,-1,-1,16,8,-1,-1,0,0,0,-1,0,-1,4,2.33,2.1,-1,-1
6,28,0,0,0,0,1,9,3,-1,1,1,-1,0,0,0,0,1,6.03,6.07,-1,0
6,29,0,0,0,0,0,4,9,8,0,0,0,0,0,0,0,4,4.36,4.36,0,0
6,30,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,2,4.29,4.21,0,0
6,31,0,1,0,0,0,8,9,8,0,0,0,0,0,0,0,8,4.39,4.33,0,0
6,32,0,-1,-0.5,-0.5,-1,4,5,-1,-1,0,0,0,-1,0,1,4,2.4,2.2,0,1
6,33,0,0.5,-0.5,0.5,-1,14,8,-1,-1,0,0,0,-1,0,-1,2,2.49,2.28,1,-1
6,34,0,1.5,1,0.5,1,1,1,-1,1,-1,0,1,0,0,0,1,5.91,6.01,-1,1
6,35,0,2,1.5,1,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3,1,1
6,36,0,2.5,2,1.5,1,2,1,-1,1,-1,0,1,0,0,0,2,5.89,5.98,1,1
6,37,0,3,2,2,1,7,2,-1,1,1,1,0,0,0,0,3,5.82,5.88,1,0
6,38,0,3,2,2,0,3,9,8,0,0,0,0,0,0,0,3,4.17,4.11,0,0
6,39,0,2,2,1.5,-1,5,6,-1,-1,0,0,0,1,1,0,1,2.52,2.36,0,1
6,40,0,1.5,2,1,-1,12,7,-1,-1,0,0,0,1,-1,0,4,2.79,2.62,1,-1
7,1,0,2.05,2.07,3,1,5,2,-1,1,1,1,0,0,0,0,1,6.11,6.17,-1,1
7,2,0,2.61,2.07,3,1,11,3,-1,1,1,-1,0,0,0,0,3,6.16,6.2,1,1
7,3,0,3,3,3,1,15,4,-1,1,-1,0,-1,0,0,0,3,6.27,6.36,1,1
7,4,0,3,3,3,1,12,3,-1,1,1,-1,0,0,0,0,4,6.18,6.3,1,-1
7,5,0,2.5,2.01,2.7,-1,13,8,-1,-1,0,0,0,-1,0,-1,1,2.05,1.84,-1,0
7,6,0,2.75,2.15,2.7,0,6,9,8,0,0,0,0,0,0,0,6,4.31,4.3,0,0
